image,base_image,cozy,delicious,excited,gloomy,happy,lovely,ordinary,peaceful,sensitive,best_mood,best_score,label,match
happy_04_masked.jpg,happy_04,0.0010497608269999998,0.01622237189,0.036113364759999995,0.045670620035,0.089007405924,0.16133562172500002,0.0349586016,0.111843782,0.503798445,sensitive,0.503798445,happy,False
gloomy_03_masked.jpg,gloomy_03,5.946196e-10,2.7729383e-10,5.120215e-10,0.9999827,7.66113e-11,7.714174e-09,6.730068e-08,4.4399417e-06,1.2848868e-05,gloomy,0.9999827,gloomy,True
lovely_04_masked.jpg,lovely_04,0.00012570377,0.0001568499,0.0075532068,0.0013007226,0.010717309,0.26309347,0.0004905457,0.10537984,0.61118233,sensitive,0.61118233,lovely,False
peaceful_02_masked.jpg,peaceful_02,0.24738337523,0.0055484347,0.0169511325,0.16985009450000002,0.0055284652999999994,0.0355780941,0.07626753750000001,0.1796474982,0.263245346,sensitive,0.263245346,peaceful,False
excited_01_masked.jpg,excited_01,4.848903e-09,3.929187e-06,0.9271527,1.4841904e-08,0.071433686,0.0005858846,9.708384e-06,0.00078953756,2.4558924e-05,excited,0.9271527,excited,True
lovely_01_masked.jpg,lovely_01,0.01806355327465,0.00241476366175,0.017773352285,0.3710829002,0.17248126155000001,0.23153002901,0.0108161123,0.012939637149999999,0.1628984,gloomy,0.3710829002,lovely,False
cozy_01_masked.jpg,cozy_01,0.2735806165,0.01169173579985,0.016100947454250003,0.39260979500000004,0.07857358664235001,0.048050678505,0.0438480735,0.01651461235,0.1190299965,gloomy,0.39260979500000004,cozy,False
sensitive_01_masked.jpg,sensitive_01,0.015811938043020002,0.01116292933145,0.0945421970885,0.10834316785,0.045962011701400005,0.12258885367,0.02962068565,0.049559124,0.52240907,sensitive,0.52240907,sensitive,True
happy_01_masked.jpg,happy_01,0.0043479779142,0.0021292401806500003,0.107825410678,0.15353190895000002,0.29223308687255,0.036269987585,0.01995923635,0.0235358229,0.36016735699999997,sensitive,0.36016735699999997,happy,False
happy_06_masked.jpg,happy_06,0.000678231346,0.001914636374,0.086300102295,0.48049412447,0.3805779750975,0.01564702021,0.00933924855,0.00165416357,0.0233944345,gloomy,0.48049412447,happy,False
gloomy_01_masked.jpg,gloomy_01,0.001529297161675,0.0412685674705,0.16743568357,0.06368532898500001,0.1816789480665,0.03899808785,0.027417807,0.017915430325,0.46007080499999997,sensitive,0.46007080499999997,gloomy,False
excited_03_masked.jpg,excited_03,0.02006901251516,0.007846890887050002,0.0359331971842,0.04376604768325,0.12893078171943498,0.059605364565,0.144096639705,0.5198946799999999,0.039857382,peaceful,0.5198946799999999,excited,False
ordinary_01_masked.jpg,ordinary_01,0.000853715816849,0.02162489993937,0.016411786915900003,0.5006668788499999,0.1256326407456385,0.18674356572055,0.080849476715,0.00652606069715,0.060690953,gloomy,0.5006668788499999,ordinary,False
lovely_03_masked.jpg,lovely_03,0.00101123018142,0.051412504276,0.034124292623,0.00045985803,0.04643971541085,0.14777014184999998,0.031153434350000002,0.197867235,0.48976163,sensitive,0.48976163,lovely,False
gloomy_04_masked.jpg,gloomy_04,0.061788741681587496,0.0088926203756345,0.0213440920415985,0.555186743,0.11925275063520036,0.084050607880733,0.1193199347305,0.007270388625,0.022894117050000003,gloomy,0.555186743,gloomy,True
delicious_01_masked.jpg,delicious_01,4.486374e-10,0.9999398,7.2564126e-06,1.1228596e-10,3.0594124e-06,4.953687e-05,8.679084e-08,7.787169e-08,3.4824982e-08,delicious,0.9999398,delicious,True
